Mod:Item:MetaData, Localized Name
chisel:redstone:12, Block of Redstone
chisel:redstone:13, Block of Redstone
chisel:redstone:14, Block of Redstone
chisel:redstone:15, Block of Redstone
chisel:redstone1:0, Block of Redstone
chisel:redstone1:1, Block of Redstone
chisel:redstone1:2, Block of Redstone
chisel:redstone1:3, Block of Redstone
chisel:redstone1:4, Block of Redstone
chisel:redstone1:5, Block of Redstone
chisel:redstone1:6, Block of Redstone
chisel:redstone1:7, Block of Redstone
chisel:redstone1:8, Block of Redstone
chisel:redstone1:9, Block of Redstone
chisel:redstone1:10, Block of Redstone
chisel:redstone1:11, Block of Redstone
chisel:sandstoneyellow:0, Sandstone
chisel:sandstoneyellow:1, Sandstone
chisel:sandstoneyellow:2, Sandstone
chisel:sandstoneyellow:3, Sandstone
chisel:sandstoneyellow:4, Sandstone
chisel:sandstoneyellow:5, Sandstone
chisel:sandstoneyellow:6, Sandstone
chisel:sandstoneyellow:7, Sandstone
chisel:sandstoneyellow:8, Sandstone
chisel:sandstoneyellow:9, Sandstone
chisel:sandstoneyellow:10, Sandstone
chisel:sandstoneyellow:11, Sandstone
chisel:sandstoneyellow:12, Sandstone
chisel:sandstoneyellow:13, Sandstone
chisel:sandstoneyellow:14, Sandstone
chisel:sandstoneyellow:15, Sandstone
chisel:sandstoneyellow1:0, Sandstone
chisel:sandstoneyellow1:1, Sandstone
chisel:sandstoneyellow1:2, Sandstone
chisel:sandstoneyellow1:3, Sandstone
chisel:sandstoneyellow1:4, Sandstone
chisel:sandstoneyellow1:5, Sandstone
chisel:sandstoneyellow1:6, Sandstone
chisel:sandstoneyellow1:7, Sandstone
chisel:sandstoneyellow1:8, Sandstone
chisel:sandstoneyellow1:9, Sandstone
chisel:sandstoneyellow2:0, Sandstone
chisel:sandstoneyellow2:1, Sandstone
chisel:sandstoneyellow2:2, Sandstone
chisel:sandstoneyellow2:3, Sandstone
chisel:sandstoneyellow2:4, Sandstone
chisel:sandstoneyellow2:5, Sandstone
chisel:sandstoneyellow2:6, Sandstone
chisel:sandstoneyellow2:7, Sandstone
chisel:sandstonered:0, Red Sandstone
chisel:sandstonered:1, Red Sandstone
chisel:sandstonered:2, Red Sandstone
chisel:sandstonered:3, Red Sandstone
chisel:sandstonered:4, Red Sandstone
chisel:sandstonered:5, Red Sandstone
chisel:sandstonered:6, Red Sandstone
chisel:sandstonered:7, Red Sandstone
chisel:sandstonered:8, Red Sandstone
chisel:sandstonered:9, Red Sandstone
chisel:sandstonered:10, Red Sandstone
chisel:sandstonered:11, Red Sandstone
chisel:sandstonered:12, Red Sandstone
chisel:sandstonered:13, Red Sandstone
chisel:sandstonered:14, Red Sandstone
chisel:sandstonered:15, Red Sandstone
chisel:sandstonered1:0, Red Sandstone
chisel:sandstonered1:1, Red Sandstone
chisel:sandstonered1:2, Red Sandstone
chisel:sandstonered1:3, Red Sandstone
chisel:sandstonered1:4, Red Sandstone
chisel:sandstonered1:5, Red Sandstone
chisel:sandstonered1:6, Red Sandstone
chisel:sandstonered1:7, Red Sandstone
chisel:sandstonered1:8, Red Sandstone
chisel:sandstonered1:9, Red Sandstone
chisel:sandstonered2:0, Red Sandstone
chisel:sandstonered2:1, Red Sandstone
chisel:sandstonered2:2, Red Sandstone
chisel:sandstonered2:3, Red Sandstone
chisel:sandstonered2:4, Red Sandstone
chisel:sandstonered2:5, Red Sandstone
chisel:sandstonered2:6, Red Sandstone
chisel:sandstonered2:7, Red Sandstone
chisel:sandstone-scribbles:0, Sandstone Scribbles
chisel:sandstone-scribbles:1, Sandstone Scribbles
chisel:sandstone-scribbles:2, Sandstone Scribbles
chisel:sandstone-scribbles:3, Sandstone Scribbles
chisel:sandstone-scribbles:4, Sandstone Scribbles
chisel:sandstone-scribbles:5, Sandstone Scribbles
chisel:sandstone-scribbles:6, Sandstone Scribbles
chisel:sandstone-scribbles:7, Sandstone Scribbles
chisel:sandstone-scribbles:8, Sandstone Scribbles
chisel:sandstone-scribbles:9, Sandstone Scribbles
chisel:sandstone-scribbles:10, Sandstone Scribbles
chisel:sandstone-scribbles:11, Sandstone Scribbles
chisel:sandstone-scribbles:12, Sandstone Scribbles
chisel:sandstone-scribbles:13, Sandstone Scribbles
chisel:sandstone-scribbles:14, Sandstone Scribbles
chisel:sandstone-scribbles:15, Sandstone Scribbles
chisel:sandstonered-scribbles:0, Red Sandstone Scribbles
chisel:sandstonered-scribbles:1, Red Sandstone Scribbles
chisel:sandstonered-scribbles:2, Red Sandstone Scribbles
chisel:sandstonered-scribbles:3, Red Sandstone Scribbles
chisel:sandstonered-scribbles:4, Red Sandstone Scribbles
chisel:sandstonered-scribbles:5, Red Sandstone Scribbles
chisel:sandstonered-scribbles:6, Red Sandstone Scribbles
chisel:sandstonered-scribbles:7, Red Sandstone Scribbles
chisel:sandstonered-scribbles:8, Red Sandstone Scribbles
chisel:sandstonered-scribbles:9, Red Sandstone Scribbles
chisel:sandstonered-scribbles:10, Red Sandstone Scribbles
chisel:sandstonered-scribbles:11, Red Sandstone Scribbles
chisel:sandstonered-scribbles:12, Red Sandstone Scribbles
chisel:sandstonered-scribbles:13, Red Sandstone Scribbles
chisel:sandstonered-scribbles:14, Red Sandstone Scribbles
chisel:sandstonered-scribbles:15, Red Sandstone Scribbles
chisel:blocksilver:0, Block of Silver
chisel:blocksilver:1, Block of Silver
chisel:blocksilver:2, Block of Silver
chisel:blocksilver:3, Block of Silver
chisel:blocksilver:4, Block of Silver
chisel:blocksilver:5, Block of Silver
chisel:blocksilver:6, Block of Silver
chisel:blocksteel:0, Block of Steel
chisel:blocksteel:1, Block of Steel
chisel:blocksteel:2, Block of Steel
chisel:blocksteel:3, Block of Steel
chisel:blocksteel:4, Block of Steel
chisel:blocksteel:5, Block of Steel
chisel:blocksteel:6, Block of Steel
chisel:stonebrick:0, Chiseled Stone
chisel:stonebrick:1, Chiseled Stone
chisel:stonebrick:2, Chiseled Stone
chisel:stonebrick:3, Chiseled Stone
chisel:stonebrick:4, Chiseled Stone
chisel:stonebrick:5, Chiseled Stone
chisel:stonebrick:6, Chiseled Stone
chisel:stonebrick:7, Chiseled Stone
chisel:stonebrick:8, Chiseled Stone
chisel:stonebrick:9, Chiseled Stone
chisel:stonebrick:10, Chiseled Stone
chisel:stonebrick:11, Chiseled Stone
chisel:stonebrick:12, Chiseled Stone
chisel:stonebrick:13, Chiseled Stone
chisel:stonebrick:14, Chiseled Stone
chisel:stonebrick:15, Chiseled Stone
chisel:stonebrick1:0, Chiseled Stone
chisel:stonebrick1:1, Chiseled Stone
chisel:stonebrick1:2, Chiseled Stone
chisel:stonebrick1:3, Chiseled Stone
chisel:stonebrick1:4, Chiseled Stone
chisel:stonebrick1:5, Chiseled Stone
chisel:stonebrick1:6, Chiseled Stone
chisel:stonebrick1:7, Chiseled Stone
chisel:stonebrick1:8, Chiseled Stone
chisel:stonebrick1:9, Chiseled Stone
chisel:stonebrick2:0, Chiseled Stone
chisel:stonebrick2:1, Chiseled Stone
chisel:stonebrick2:2, Chiseled Stone
chisel:stonebrick2:3, Chiseled Stone
chisel:stonebrick2:4, Chiseled Stone
chisel:stonebrick2:5, Chiseled Stone
chisel:stonebrick2:6, Chiseled Stone
chisel:stonebrick2:7, Chiseled Stone
chisel:stonebrick2:8, Chiseled Stone
chisel:stonebrick2:9, Chiseled Stone
chisel:technical:0, Factory Block
chisel:technical:1, Factory Block
chisel:technical:2, Factory Block
chisel:technical:3, Factory Block
chisel:technical:4, Factory Block
chisel:technical:5, Factory Block
chisel:technical:6, Factory Block
chisel:technical:7, Factory Block
chisel:technical:8, Factory Block
chisel:technical:9, Factory Block
chisel:technical:10, Factory Block
chisel:technical:11, Factory Block
chisel:technical:12, Factory Block
chisel:technical:13, Factory Block
chisel:technical:14, Factory Block
chisel:technical:15, Factory Block
chisel:technical1:0, Factory Block
chisel:technical1:1, Factory Block
chisel:technical1:2, Factory Block
chisel:technical1:3, Factory Block
chisel:technical1:4, Factory Block
chisel:technicalnew:0, Factory Block
chisel:technicalnew:1, Factory Block
chisel:technicalnew:2, Factory Block
chisel:technicalnew:3, Factory Block
chisel:technicalnew:4, Factory Block
chisel:technicalnew:5, Factory Block
chisel:technicalnew:6, Factory Block
chisel:technicalnew:7, Factory Block
chisel:technicalnew:8, Factory Block
chisel:temple:0, Temple Block
chisel:temple:1, Temple Block
chisel:temple:2, Temple Block
chisel:temple:3, Temple Block
chisel:temple:4, Temple Block
chisel:temple:5, Temple Block
chisel:temple:6, Temple Block
chisel:temple:7, Temple Block
chisel:temple:8, Temple Block
chisel:temple:9, Temple Block
chisel:temple:10, Temple Block
chisel:temple:11, Temple Block
chisel:temple:12, Temple Block
chisel:temple:13, Temple Block
chisel:temple:14, Temple Block
chisel:temple:15, Temple Block
chisel:templemossy:0, Mossy Temple Block
chisel:templemossy:1, Mossy Temple Block
chisel:templemossy:2, Mossy Temple Block
chisel:templemossy:3, Mossy Temple Block
chisel:templemossy:4, Mossy Temple Block
chisel:templemossy:5, Mossy Temple Block
chisel:templemossy:6, Mossy Temple Block
chisel:templemossy:7, Mossy Temple Block
chisel:templemossy:8, Mossy Temple Block
chisel:templemossy:9, Mossy Temple Block
chisel:templemossy:10, Mossy Temple Block
chisel:templemossy:11, Mossy Temple Block
chisel:templemossy:12, Mossy Temple Block
chisel:templemossy:13, Mossy Temple Block
chisel:templemossy:14, Mossy Temple Block
chisel:templemossy:15, Mossy Temple Block
chisel:blocktin:0, Block of Tin
chisel:blocktin:1, Block of Tin
chisel:blocktin:2, Block of Tin
chisel:blocktin:3, Block of Tin
chisel:blocktin:4, Block of Tin
chisel:blocktin:5, Block of Tin
chisel:blocktin:6, Block of Tin
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockuranium:0, Block of Uranium
chisel:blockuranium:1, Block of Uranium
chisel:blockuranium:2, Block of Uranium
chisel:blockuranium:3, Block of Uranium
chisel:blockuranium:4, Block of Uranium
chisel:blockuranium:5, Block of Uranium
chisel:blockuranium:6, Block of Uranium
chisel:valentines:0, Valentines' Block
chisel:valentines:1, Valentines' Block
chisel:valentines:2, Valentines' Block
chisel:valentines:3, Valentines' Block
chisel:valentines:4, Valentines' Block
chisel:valentines:5, Valentines' Block
chisel:valentines:6, Valentines' Block
chisel:valentines:7, Valentines' Block
chisel:valentines:8, Valentines' Block
chisel:valentines:9, Valentines' Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:energizedvoidstone:0, Primal Voidstone
chisel:energizedvoidstone:1, Primal Voidstone
chisel:energizedvoidstone:2, Primal Voidstone
chisel:energizedvoidstone:3, Primal Voidstone
chisel:energizedvoidstone:4, Primal Voidstone
chisel:energizedvoidstone:5, Primal Voidstone
chisel:energizedvoidstone:6, Primal Voidstone
chisel:energizedvoidstone:7, Primal Voidstone
chisel:voidstonerunic:0, Runed Voidstone
chisel:voidstonerunic:1, Runed Voidstone
chisel:voidstonerunic:2, Runed Voidstone
chisel:voidstonerunic:3, Runed Voidstone
chisel:voidstonerunic:4, Runed Voidstone
chisel:voidstonerunic:5, Runed Voidstone
chisel:voidstonerunic:6, Runed Voidstone
chisel:voidstonerunic:7, Runed Voidstone
chisel:voidstonerunic:8, Runed Voidstone
chisel:voidstonerunic:9, Runed Voidstone
chisel:voidstonerunic:10, Runed Voidstone
chisel:voidstonerunic:11, Runed Voidstone
chisel:voidstonerunic:12, Runed Voidstone
chisel:voidstonerunic:13, Runed Voidstone
chisel:voidstonerunic:14, Runed Voidstone
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:waterstone:7, Waterstone
chisel:waterstone:8, Waterstone
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
forge:bucketfilled, %s Bucket
aether:aether_grass:0, Highlands Grass
aether:aether_grass:1, Enchanted Grass
aether:aether_grass:2, Arctic Grass
aether:aether_grass:3, Magnetic Grass
aether:aether_grass:4, Irradiated Grass
aether:aether_dirt:0, Aether Dirt
aether:aether_dirt:1, Coarse Aether Dirt
aether:quicksoil, Quicksoil
aether:highlands_snow, Highlands Snow
aether:highlands_snow_layer, Highlands Snow
aether:highlands_ice, Highlands Ice
aether:highlands_packed_ice, Highlands Packed Ice
aether:ferrosite_sand, Ferrosite Sand
aether:holystone:0, Holystone
aether:holystone:1, Mossy Holystone
aether:ambrosium_ore, Ambrosium Ore
aether:icestone_ore, Icestone Ore
aether:zanite_ore, Zanite Ore
aether:arkenium_ore, Arkenium Ore
aether:gravitite_ore, Gravitite Ore
aether:ferrosite, Ferrosite
aether:rusted_ferrosite, Rusted Ferrosite
aether:crude_scatterglass, Crude Scatterglass
aether:aercloud:2, Green Aercloud
aether:aercloud:4, Storm Aercloud
aether:aercloud:1, Blue Aercloud
aether:aercloud:3, Golden Aercloud
aether:aercloud:5, Purple Aercloud
aether:aercloud:0, Cold Aercloud
aether:skyroot_log, Skyroot Wood
aether:light_skyroot_log, Wisproot Wood
aether:dark_skyroot_log, Greatroot Wood
aether:skyroot_log_wall, Skyroot Wood Wall
aether:wisproot_log_wall, Wisproot Wood Wall
aether:greatroot_log_wall, Greatroot Wood Wall
aether:golden_oak_log, Amberoot Wood
aether:woven_sticks:0, Woven Skyroot Sticks
aether:highlands_bush, Highlands Bush
aether:green_skyroot_leaves, Green Skyroot Leaves
aether:blue_skyroot_leaves, Blue Skyroot Leaves
aether:dark_blue_skyroot_leaves, Dark Blue Skyroot Leaves
aether:green_light_skyroot_leaves, Green Wisproot Leaves
aether:blue_light_skyroot_leaves, Blue Wisproot Leaves
aether:dark_blue_light_skyroot_leaves, Dark Blue Wisproot Leaves
aether:green_dark_skyroot_leaves, Green Greatroot Leaves
aether:blue_dark_skyroot_leaves, Blue Greatroot Leaves
aether:dark_blue_dark_skyroot_leaves, Dark Blue Greatroot Leaves
aether:amberoot_leaves, Amberoot Leaves
aether:mutant_leaves, Mutated Leaves
aether:mutant_leaves_decorated, Decorated Mutated Leaves
aether:skyroot_sapling:1, Blue Skyroot Sapling
aether:skyroot_sapling:2, Dark Blue Skyroot Sapling
aether:skyroot_sapling:0, Green Skyroot Sapling
aether:wisproot_sapling:0, Green Wisproot Sapling
aether:wisproot_sapling:1, Blue Wisproot Sapling
aether:wisproot_sapling:2, Dark Blue Wisproot Sapling
aether:greatroot_sapling:1, Blue Greatroot Sapling
aether:greatroot_sapling:0, Green Greatroot Sapling
aether:greatroot_sapling:2, Dark Blue Greatroot Sapling
aether:unique_sapling:1, Edison's Crazy Mutant Tree Sapling
aether:unique_sapling:0, Amberoot Sapling
aether:aether_flower:2, Burstblossom
aether:aether_flower:1, Purple Flower
aether:aether_flower:0, White Rose
aether:aether_flower:3, Aechor Sprout
aether:quickshoot, Quickshoot
aether:pink_swingtip, Pink Swingtip
aether:green_swingtip, Green Swingtip
aether:blue_swingtip, Blue Swingtip
aether:neverbloom, Neverbloom
aether:highlands_tulips, Highlands Tulips
aether:arctic_spikespring, Arctic Spikespring
aether:irradiated_flower, Irradiated Flower
aether:forgotten_rose, Forgotten Rose
aether:tall_aether_grass:1, Highlands Grass
aether:tall_aether_grass:0, Short Highlands Grass
aether:tall_aether_grass:2, Long Highlands Grass
aether:stoneshroom, Stoneshroom
aether:barkshroom, Barkshroom
aether:magnetic_shroom, Magnetic Shroom
aether:plumproot, Plumproot
aether:blueberry_bush:0, Blueberry Bush Stem
aether:blueberry_bush:1, Blueberry Bush
aether:orange_tree, Orange Tree
aether:valkyrie_grass:0, Valkyrie Grass Sprout
aether:valkyrie_grass:2, Valkyrie Grass
aether:skyroot_twigs, Skyroot Twigs
aether:holystone_rock, Holystone Rock
aether:highlands_ice_crystal:0, Ice Crystal
aether:skyroot_planks, Skyroot Planks
aether:light_skyroot_planks, Wisproot Planks
aether:dark_skyroot_planks, Greatroot Planks
aether:skyroot_fence, Skyroot Fence
aether:wisproot_fence, Wisproot Fence
aether:greatroot_fence, Greatroot Fence
aether:skyroot_fence_gate, Skyroot Fence Gate
aether:wisproot_fence_gate, Wisproot Fence Gate
aether:greatroot_fence_gate, Greatroot Fence Gate
aether:holystone_brick, Holystone Bricks
aether:agiosite, Agiosite
aether:agiosite_brick, Agiosite Bricks
aether:icestone_bricks, Icestone Bricks
aether:cloudwool_block, Cloudwool
aether:cloudwool_carpet, Cloudwool Carpet
aether:skyroot_bookshelf, Skyroot Bookshelf
aether:holystone_bookshelf, Holystone Bookshelf
aether:crude_scatterglass_pane, Crude Scatterglass Pane
aether:quicksoil_glass, Quicksoil Glass
aether:quicksoil_glass_pane, Quicksoil Glass Pane
aether:scatterglass, Scatterglass
aether:scatterglass_pane, Scatterglass Pane
aether:zanite_block, Block of Zanite
aether:gravitite_block, Block of Gravitite
aether:skyroot_ladder, Skyroot Ladder
aether:skyroot_trapdoor, Skyroot Trapdoor
aether:skyroot_button, Skyroot Button
aether:wisproot_button, Wisproot Button
aether:greatroot_button, Greatroot Button
aether:holystone_button, Holystone Button
aether:skyroot_pressure_plate, Skyroot Pressure Plate
aether:wisproot_pressure_plate, Wisproot Pressure Plate
aether:greatroot_pressure_plate, Greatroot Pressure Plate
aether:holystone_pressure_plate, Holystone Pressure Plate
aether:sentrystone_brick, Sentrystone Bricks
aether:hellfirestone_brick, Hellfirestone Bricks
aether:ambrosium_torch, Ambrosium Torch
aether:candy_cane_block, Candy Cane Block
aether:holystone_stairs, Holystone Stairs
aether:mossy_holystone_stairs, Mossy Holystone Stairs
aether:skyroot_stairs, Skyroot Stairs
aether:wisproot_stairs, Wisproot Stairs
aether:greatroot_stairs, Greatroot Stairs
aether:holystone_brick_stairs, Holystone Brick Stairs
aether:agiosite_stairs, Agiosite Stairs
aether:agiosite_brick_stairs, Agiosite Brick Stairs
aether:icestone_brick_stairs, Icestone Brick Stairs
aether:scatterglass_stairs, Scatterglass Stairs
aether:sentrystone_brick_stairs, Sentrystone Brick Stairs
aether:hellfirestone_brick_stairs, Hellfirestone Brick Stairs
aether:holystone_slab, Holystone Slab
aether:mossy_holystone_slab, Mossy Holystone Slab
aether:skyroot_slab, Skyroot Slab
